data	data	data dec	hora dec	tag (offset)	day mod count	incr	qdade casas	vari�ncia	dias:	Num ultima linha	hora	incr	dia	hora dec	tag	habilitar sleep	hora limite	num ult linha	inc hora
2019-10-07 12:42:04	2019-10-07 12:42:04	43745	12/30/99 12:42 PM	19	0,12	0,12					12:10:00	150	43746	0.506944444444444	2	1			
2019-10-07 13:05:30	2019-10-07 13:05:30	43745	12/30/99 01:05 PM	20	0,126666666666667	0,126666666666667					12:20:00	150	43746	0.513888888888889	2	1			
2019-10-07 12:32:51	2019-10-07 12:32:51	43745	12/30/99 12:32 PM	21	0,133333333333333	0,133333333333333					12:30:00	150	43746	0.520833333333333	2	1			
2019-10-07 12:03:47	2019-10-07 12:03:47	43745	12/30/99 12:03 PM	22	0,14	0,14					12:40:00	150	43746	0.527777777777778	2	1			
2019-10-07 12:20:48	2019-10-07 12:20:48	43745	12/30/99 12:20 PM	23	0,146666666666667	0,146666666666667					12:50:00	150	43746	0.534722222222222	2	1			
2019-10-07 12:02:37	2019-10-07 12:02:37	43745	12/30/99 12:02 PM	24	0,153333333333333	0,153333333333333					13:00:00	150	43746	0.541666666666667	2	1			
2019-10-07 11:56:56	2019-10-07 11:56:56	43745	12/30/99 11:56 AM	25	0,16	0,16					13:10:00	150	43746	0.548611111111111	2	1			
2019-10-07 12:36:52	2019-10-07 12:36:52	43745	12/30/99 12:36 PM	26	0,166666666666667	0,166666666666667					13:20:00	150	43746	0.555555555555555	2	1			
2019-10-07 12:15:19	2019-10-07 12:15:19	43745	12/30/99 12:15 PM	27	0,173333333333333	0,173333333333333					13:30:00	150	43746	0.5625	2	1			
2019-10-07 11:54:33	2019-10-07 11:54:33	43745	12/30/99 11:54 AM	28	0,18	0,18					13:40:00	150	43746	0.569444444444444	2	1			
2019-10-07 12:18:00	43745.512496477	43745	0.512496476956585	29	0,186666666666667	0,186666666666667					13:50:00	150	43746	0.576388888888889	2	1			
2019-10-07 12:27:10	43745.5188665295	43745	0.518866529448133	30	0,193333333333333	0,193333333333333					14:00:00	150	43746	0.583333333333333	2	1			
2019-10-07 12:39:06	43745.5271471468	43745	0.527147146844072	31	0,2	0,2					14:10:00	150	43746	0.590277777777778	2	1			
2019-10-07 12:29:08	43745.5202316339	43745	0.520231633890944	32	0,206666666666666	0,206666666666666					14:20:00	150	43746	0.597222222222222	2	1			
2019-10-07 12:49:13	43745.5341766768	43745	0.534176676839707	33	0,213333333333333	0,213333333333333					14:30:00	150	43746	0.604166666666667	2	1			
2019-10-07 12:53:55	43745.5374443028	43745	0.537444302775839	34	0,22	0,22					14:40:00	150	43746	0.611111111111111	2	1			
2019-10-07 12:34:32	43745.5239807609	43745	0.523980760925042	35	0,226666666666666	0,226666666666666					14:50:00	150	43746	0.618055555555556	2	1			
2019-10-07 12:10:32	43745.5073105393	43745	0.507310539323953	36	0,233333333333333	0,233333333333333					15:00:00	150	43746	0.625	2	1			
2019-10-07 12:30:24	43745.5211074273	43745	0.521107427259267	37	0,24	0,24					12:10:00	300	43747	0.506944444444444	2	0			
2019-10-07 12:26:30	43745.5184061171	43745	0.518406117094855	38	0,246666666666666	0,246666666666666					12:20:00	300	43747	0.513888888888889	2	0			
2019-10-07 12:40:26	43745.5280786697	43745	0.528078669667593	39	0,253333333333333	0,253333333333333					12:30:00	300	43747	0.520833333333333	2	1			
2019-10-07 12:57:56	43745.5402336274	43745	0.540233627441921	40	0,26	0,26					12:40:00	300	43747	0.527777777777778	2	1			
2019-10-07 12:26:00	43745.5180559013	43745	0.518055901244225	41	0,266666666666666	0,266666666666666					12:50:00	300	43747	0.534722222222222	2	1			
2019-10-07 12:41:49	43745.5290384403	43745	0.529038440334261	42	0,273333333333333	0,273333333333333					13:00:00	300	43747	0.541666666666667	2	1			
2019-10-07 12:56:33	43745.5392747307	43745	0.53927473071235	43	0,28	0,28					13:10:00	300	43747	0.548611111111111	2	1			
2019-10-07 13:04:20	43745.5446763943	43745	0.544676394303679	44	0,286666666666666	0,286666666666666					13:20:00	300	43747	0.555555555555555	2	1			
2019-10-07 12:42:14	43745.5293235023	43745	0.529323502312764	45	0,293333333333333	0,293333333333333					13:30:00	300	43747	0.5625	2	1			
2019-10-07 12:34:45	43745.5241332524	43745	0.524133252423781	46	0,3	0,3					13:40:00	300	43747	0.569444444444444	2	1			
2019-10-07 12:36:37	43745.5254235838	43745	0.525423583836528	47	0,306666666666666	0,306666666666666					13:50:00	300	43747	0.576388888888889	2	1			
2019-10-07 12:17:41	43745.5122840268	43745	0.512284026808629	48	0,313333333333333	0,313333333333333					14:00:00	300	43747	0.583333333333333	2	1			
2019-10-07 12:10:31	43745.5073003014	43745	0.50730030136765	49	0,32	0,32					14:10:00	300	43747	0.590277777777778	2	1			
2019-10-07 12:39:49	43745.5276538826	43745	0.52765388257103	50	0,326666666666666	0,326666666666666					14:20:00	300	43747	0.597222222222222	2	1			
2019-10-07 12:46:29	43745.5322745443	43745	0.532274544289976	51	0,333333333333333	0,333333333333333					14:30:00	300	43747	0.604166666666667	2	1			
2019-10-07 12:25:23	43745.517628383	43745	0.517628382949624	52	0,34	0,34					14:40:00	300	43747	0.611111111111111	2	1			
2019-10-07 12:14:46	43745.510253711	43745	0.510253710992401	53	0,346666666666666	0,346666666666666					14:50:00	300	43747	0.618055555555556	2	1			
2019-10-07 12:34:43	43745.5241060171	43745	0.524106017073791	54	0,353333333333333	0,353333333333333					15:00:00	300	43747	0.625	2	1			
2019-10-07 12:24:33	43745.5170474145	43745	0.517047414534318	55	0,36	0,36					12:10:00	450	43748	0.506944444444444	2	0			
2019-10-07 12:33:40	43745.5233740712	43745	0.523374071228318	56	0,366666666666666	0,366666666666666					12:20:00	450	43748	0.513888888888889	2	0			
2019-10-07 12:12:36	43745.5087542839	43745	0.508754283939197	57	0,373333333333333	0,373333333333333					12:30:00	450	43748	0.520833333333333	2	0			
2019-10-07 12:40:14	43745.527941582	43745	0.527941581967752	58	0,38	0,38					12:40:00	450	43748	0.527777777777778	2	0			
2019-10-07 12:25:29	43745.5176992088	43745	0.517699208794511	59	0,386666666666666	0,386666666666666					12:50:00	450	43748	0.534722222222222	2	1			
2019-10-07 12:11:41	43745.5081155522	43745	0.508115552162053	60	0,393333333333333	0,393333333333333					13:00:00	450	43748	0.541666666666667	2	1			
2019-10-07 12:15:00	43745.5104168155	43745	0.510416815530334	61	0,4	0,4					13:10:00	450	43748	0.548611111111111	2	1			
2019-10-07 12:19:33	43745.5135785493	43745	0.513578549325757	62	0,406666666666666	0,406666666666666					13:20:00	450	43748	0.555555555555555	2	1			
2019-10-07 12:18:18	43745.5127025866	43745	0.512702586645901	63	0,413333333333333	0,413333333333333					13:30:00	450	43748	0.5625	2	1			
2019-10-07 11:51:23	43745.4940217897	43745	0.494021789694671	64	0,42	0,42					13:40:00	450	43748	0.569444444444444	2	1			
2019-10-07 12:29:55	43745.5207739923	43745	0.520773992320756	65	0,426666666666666	0,426666666666666					13:50:00	450	43748	0.576388888888889	2	1			
2019-10-07 12:40:25	43745.5280721166	43745	0.528072116569092	66	0,433333333333333	0,433333333333333					14:00:00	450	43748	0.583333333333333	2	1			
2019-10-07 12:52:33	43745.5364878127	43745	0.53648781265656	67	0,439999999999999	0,439999999999999					14:10:00	450	43748	0.590277777777778	2	1			
2019-10-07 12:51:35	43745.5358227647	43745	0.5358227646866	68	0,446666666666666	0,446666666666666					14:20:00	450	43748	0.597222222222222	2	1			
2019-10-07 12:48:36	43745.5337537654	43745	0.533753765368601	69	0,453333333333333	0,453333333333333					14:30:00	450	43748	0.604166666666667	2	1			
2019-10-07 12:34:51	43745.5242031865	43745	0.524203186469094	70	0,459999999999999	0,459999999999999					14:40:00	450	43748	0.611111111111111	2	1			
2019-10-07 12:29:10	43745.5202603263	43745	0.520260326265998	71	0,466666666666666	0,466666666666666					14:50:00	450	43748	0.618055555555556	2	1			
2019-10-07 12:49:49	43745.5345980384	43745	0.534598038386321	72	0,473333333333333	0,473333333333333					15:00:00	450	43748	0.625	2	1			
2019-10-07 12:30:17	43745.5210353842	43745	0.521035384168499	73	0,479999999999999	0,479999999999999					12:10:00	600	43749	0.506944444444444	2	0			
2019-10-07 12:44:09	43745.5306565226	43745	0.530656522576464	74	0,486666666666666	0,486666666666666					12:20:00	600	43749	0.513888888888889	2	0			
2019-10-07 12:18:12	43745.5126380887	43745	0.512638088730455	75	0,493333333333333	0,493333333333333					12:30:00	600	43749	0.520833333333333	2	0			
2019-10-07 11:56:02	43745.4972441522	43745	0.497244152218627	76	0,499999999999999	0,499999999999999					12:40:00	600	43749	0.527777777777778	2	0			
2019-10-07 12:21:51	43745.5151712439	43745	0.515171243867371	77	0,506666666666666	0,506666666666666					12:50:00	600	43749	0.534722222222222	2	1			
2019-10-07 12:18:31	43745.5128553958	43745	0.512855395776569	78	0,513333333333333	0,513333333333333					13:00:00	600	43749	0.541666666666667	2	1			
2019-10-07 12:29:42	43745.5206289232	43745	0.520628923237382	79	0,519999999999999	0,519999999999999					13:10:00	600	43749	0.548611111111111	2	1			
2019-10-07 12:13:13	2019-10-07 12:13:13	43745	12/30/99 12:13 PM	80	0,526666666666666	0,526666666666666					13:20:00	600	43749	0.555555555555555	2	1			
2019-10-07 12:34:02	2019-10-07 12:34:02	43745	12/30/99 12:34 PM	81	0,533333333333333	0,533333333333333					13:30:00	600	43749	0.5625	2	1			
2019-10-07 12:56:24	2019-10-07 12:56:24	43745	12/30/99 12:56 PM	82	0,54	0,54					13:40:00	600	43749	0.569444444444444	2	1			
2019-10-07 12:30:41	2019-10-07 12:30:41	43745	12/30/99 12:30 PM	83	0,546666666666666	0,546666666666666					13:50:00	600	43749	0.576388888888889	2	1			
2019-10-07 12:12:25	2019-10-07 12:12:25	43745	12/30/99 12:12 PM	84	0,553333333333333	0,553333333333333					14:00:00	600	43749	0.583333333333333	2	1			
2019-10-07 12:01:00	2019-10-07 12:01:00	43745	12/30/99 12:01 PM	85	0,56	0,56					14:10:00	600	43749	0.590277777777778	2	1			
2019-10-07 12:42:37	2019-10-07 12:42:37	43745	12/30/99 12:42 PM	86	0,566666666666666	0,566666666666666					14:20:00	600	43749	0.597222222222222	2	1			
2019-10-07 12:14:45	2019-10-07 12:14:45	43745	12/30/99 12:14 PM	87	0,573333333333333	0,573333333333333					14:30:00	600	43749	0.604166666666667	2	1			
2019-10-07 12:44:29	2019-10-07 12:44:29	43745	12/30/99 12:44 PM	88	0,58	0,58					14:40:00	600	43749	0.611111111111111	2	1			
2019-10-07 13:04:27	2019-10-07 13:04:27	43745	12/30/99 01:04 PM	89	0,586666666666667	0,586666666666667					14:50:00	600	43749	0.618055555555556	2	1			
2019-10-07 12:25:13	2019-10-07 12:25:13	43745	12/30/99 12:25 PM	90	0,593333333333333	0,593333333333333					15:00:00	600	43749	0.625	2	1			
2019-10-07 11:58:58	2019-10-07 11:58:58	43745	12/30/99 11:58 AM	91	0,6	0,6					12:10:00	750	43750	0.506944444444444	2	0			
2019-10-07 12:23:19	2019-10-07 12:23:19	43745	12/30/99 12:23 PM	92	0,606666666666667	0,606666666666667					12:20:00	750	43750	0.513888888888889	2	0			
2019-10-07 12:28:59	2019-10-07 12:28:59	43745	12/30/99 12:28 PM	93	0,613333333333333	0,613333333333333					12:30:00	750	43750	0.520833333333333	2	1			
2019-10-07 12:26:33	2019-10-07 12:26:33	43745	12/30/99 12:26 PM	94	0,62	0,62					12:40:00	750	43750	0.527777777777778	2	1			
2019-10-07 12:47:40	2019-10-07 12:47:40	43745	12/30/99 12:47 PM	95	0,626666666666667	0,626666666666667					12:50:00	750	43750	0.534722222222222	2	1			
2019-10-07 12:22:10	2019-10-07 12:22:10	43745	12/30/99 12:22 PM	96	0,633333333333334	0,633333333333334					13:00:00	750	43750	0.541666666666667	2	1			
2019-10-07 12:22:47	2019-10-07 12:22:47	43745	12/30/99 12:22 PM	97	0,64	0,64					13:10:00	750	43750	0.548611111111111	2	1			
2019-10-07 12:37:47	2019-10-07 12:37:47	43745	12/30/99 12:37 PM	98	0,646666666666667	0,646666666666667					13:20:00	750	43750	0.555555555555555	2	1			
2019-10-07 12:17:53	2019-10-07 12:17:53	43745	12/30/99 12:17 PM	99	0,653333333333334	0,653333333333334					13:30:00	750	43750	0.5625	2	1			
2019-10-07 12:14:09	2019-10-07 12:14:09	43745	12/30/99 12:14 PM	100	0,66	0,66					13:40:00	750	43750	0.569444444444444	2	1			
2019-10-07 12:29:19	2019-10-07 12:29:19	43745	12/30/99 12:29 PM	101	0,666666666666667	0,666666666666667					13:50:00	750	43750	0.576388888888889	2	1			
2019-10-07 12:36:53	2019-10-07 12:36:53	43745	12/30/99 12:36 PM	102	0,673333333333334	0,673333333333334					14:00:00	750	43750	0.583333333333333	2	1			
2019-10-07 12:38:19	2019-10-07 12:38:19	43745	12/30/99 12:38 PM	103	0,68	0,68					14:10:00	750	43750	0.590277777777778	2	1			
2019-10-07 12:43:15	2019-10-07 12:43:15	43745	12/30/99 12:43 PM	104	0,686666666666667	0,686666666666667					14:20:00	750	43750	0.597222222222222	2	1			
2019-10-07 12:04:24	2019-10-07 12:04:24	43745	12/30/99 12:04 PM	105	0,693333333333334	0,693333333333334					14:30:00	750	43750	0.604166666666667	2	1			
2019-10-07 12:31:33	2019-10-07 12:31:33	43745	12/30/99 12:31 PM	106	0,700000000000001	0,700000000000001					14:40:00	750	43750	0.611111111111111	2	1			
2019-10-07 12:11:51	2019-10-07 12:11:51	43745	12/30/99 12:11 PM	107	0,706666666666667	0,706666666666667					14:50:00	750	43750	0.618055555555556	2	1			
2019-10-07 12:49:29	2019-10-07 12:49:29	43745	12/30/99 12:49 PM	108	0,713333333333334	0,713333333333334					15:00:00	750	43750	0.625	2	1			
2019-10-07 12:11:14	2019-10-07 12:11:14	43745	12/30/99 12:11 PM	109	0,720000000000001	0,720000000000001					12:10:00	900	43751	0.506944444444444	2	0			
2019-10-07 12:22:55	2019-10-07 12:22:55	43745	12/30/99 12:22 PM	110	0,726666666666667	0,726666666666667					12:20:00	900	43751	0.513888888888889	2	0			
2019-10-07 11:49:56	2019-10-07 11:49:56	43745	12/30/99 11:49 AM	111	0,733333333333334	0,733333333333334					12:30:00	900	43751	0.520833333333333	2	0			
2019-10-07 12:04:12	2019-10-07 12:04:12	43745	12/30/99 12:04 PM	112	0,740000000000001	0,740000000000001					12:40:00	900	43751	0.527777777777778	2	1			
2019-10-07 12:15:50	2019-10-07 12:15:50	43745	12/30/99 12:15 PM	113	0,746666666666668	0,746666666666668					12:50:00	900	43751	0.534722222222222	2	1			
2019-10-07 12:01:44	2019-10-07 12:01:44	43745	12/30/99 12:01 PM	114	0,753333333333334	0,753333333333334					13:00:00	900	43751	0.541666666666667	2	1			
2019-10-07 13:06:08	2019-10-07 13:06:08	43745	12/30/99 01:06 PM	115	0,760000000000001	0,760000000000001					13:10:00	900	43751	0.548611111111111	2	1			
2019-10-07 12:23:05	2019-10-07 12:23:05	43745	12/30/99 12:23 PM	116	0,766666666666668	0,766666666666668					13:20:00	900	43751	0.555555555555555	2	1			
2019-10-07 12:18:04	2019-10-07 12:18:04	43745	12/30/99 12:18 PM	117	0,773333333333334	0,773333333333334					13:30:00	900	43751	0.5625	2	1			
2019-10-07 12:31:44	2019-10-07 12:31:44	43745	12/30/99 12:31 PM	118	0,780000000000001	0,780000000000001					13:40:00	900	43751	0.569444444444444	2	1			
2019-10-07 12:32:25	2019-10-07 12:32:25	43745	12/30/99 12:32 PM	119	0,786666666666668	0,786666666666668					13:50:00	900	43751	0.576388888888889	2	1			
2019-10-07 12:46:10	2019-10-07 12:46:10	43745	12/30/99 12:46 PM	120	0,793333333333335	0,793333333333335					14:00:00	900	43751	0.583333333333333	2	1			
2019-10-07 12:46:55	2019-10-07 12:46:55	43745	12/30/99 12:46 PM	121	0,800000000000001	0,800000000000001					14:10:00	900	43751	0.590277777777778	2	1			
2019-10-07 13:07:17	2019-10-07 13:07:17	43745	12/30/99 01:07 PM	122	0,806666666666668	0,806666666666668					14:20:00	900	43751	0.597222222222222	2	1			
2019-10-07 12:26:41	2019-10-07 12:26:41	43745	12/30/99 12:26 PM	123	0,813333333333335	0,813333333333335					14:30:00	900	43751	0.604166666666667	2	1			
2019-10-07 12:27:59	2019-10-07 12:27:59	43745	12/30/99 12:27 PM	124	0,820000000000001	0,820000000000001					14:40:00	900	43751	0.611111111111111	2	1			
2019-10-07 12:26:38	2019-10-07 12:26:38	43745	12/30/99 12:26 PM	125	0,826666666666668	0,826666666666668					14:50:00	900	43751	0.618055555555556	2	1			
2019-10-07 12:07:33	2019-10-07 12:07:33	43745	12/30/99 12:07 PM	126	0,833333333333335	0,833333333333335					15:00:00	900	43751	0.625	2	1			
2019-10-07 11:56:55	2019-10-07 11:56:55	43745	12/30/99 11:56 AM	127	0,840000000000001	0,840000000000001					12:10:00	1050	43752	0.506944444444444	2	0			
2019-10-07 12:13:28	2019-10-07 12:13:28	43745	12/30/99 12:13 PM	128	0,846666666666668	0,846666666666668					12:20:00	1050	43752	0.513888888888889	2	0			
2019-10-07 12:22:53	2019-10-07 12:22:53	43745	12/30/99 12:22 PM	129	0,853333333333335	0,853333333333335					12:30:00	1050	43752	0.520833333333333	2	1			
2019-10-07 12:21:54	2019-10-07 12:21:54	43745	12/30/99 12:21 PM	130	0,860000000000002	0,860000000000002					12:40:00	1050	43752	0.527777777777778	2	1			
2019-10-07 12:31:14	2019-10-07 12:31:14	43745	12/30/99 12:31 PM	131	0,866666666666668	0,866666666666668					12:50:00	1050	43752	0.534722222222222	2	1			
2019-10-07 12:06:46	2019-10-07 12:06:46	43745	12/30/99 12:06 PM	132	0,873333333333335	0,873333333333335					13:00:00	1050	43752	0.541666666666667	2	1			
2019-10-07 12:10:22	2019-10-07 12:10:22	43745	12/30/99 12:10 PM	133	0,880000000000002	0,880000000000002					13:10:00	1050	43752	0.548611111111111	2	1			
2019-10-07 12:26:28	2019-10-07 12:26:28	43745	12/30/99 12:26 PM	134	0,886666666666669	0,886666666666669					13:20:00	1050	43752	0.555555555555555	2	1			
2019-10-07 12:36:23	2019-10-07 12:36:23	43745	12/30/99 12:36 PM	135	0,893333333333335	0,893333333333335					13:30:00	1050	43752	0.5625	2	1			
2019-10-07 12:14:06	2019-10-07 12:14:06	43745	12/30/99 12:14 PM	136	0,900000000000002	0,900000000000002					13:40:00	1050	43752	0.569444444444444	2	1			
2019-10-07 12:38:06	2019-10-07 12:38:06	43745	12/30/99 12:38 PM	137	0,906666666666669	0,906666666666669					13:50:00	1050	43752	0.576388888888889	2	1			
2019-10-07 12:25:47	2019-10-07 12:25:47	43745	12/30/99 12:25 PM	138	0,913333333333335	0,913333333333335					14:00:00	1050	43752	0.583333333333333	2	1			
2019-10-07 12:34:14	2019-10-07 12:34:14	43745	12/30/99 12:34 PM	139	0,920000000000002	0,920000000000002					14:10:00	1050	43752	0.590277777777778	2	1			
2019-10-07 12:21:07	2019-10-07 12:21:07	43745	12/30/99 12:21 PM	140	0,926666666666669	0,926666666666669					14:20:00	1050	43752	0.597222222222222	2	1			
2019-10-07 12:26:17	2019-10-07 12:26:17	43745	12/30/99 12:26 PM	141	0,933333333333335	0,933333333333335					14:30:00	1050	43752	0.604166666666667	2	1			
2019-10-07 12:41:29	2019-10-07 12:41:29	43745	12/30/99 12:41 PM	142	0,940000000000002	0,940000000000002					14:40:00	1050	43752	0.611111111111111	2	1			
2019-10-07 11:57:54	2019-10-07 11:57:54	43745	12/30/99 11:57 AM	143	0,946666666666669	0,946666666666669					14:50:00	1050	43752	0.618055555555556	2	1			
2019-10-07 12:40:00	2019-10-07 12:40:00	43745	12/30/99 12:40 PM	144	0,953333333333335	0,953333333333335					15:00:00	1050	43752	0.625	2	1			
2019-10-07 12:34:42	2019-10-07 12:34:42	43745	12/30/99 12:34 PM	145	0,960000000000002	0,960000000000002					12:10:00	1200	43753	0.506944444444444	2	1			
2019-10-07 12:18:28	2019-10-07 12:18:28	43745	12/30/99 12:18 PM	146	0,966666666666669	0,966666666666669					12:20:00	1200	43753	0.513888888888889	2	1			
2019-10-07 12:29:23	2019-10-07 12:29:23	43745	12/30/99 12:29 PM	147	0,973333333333336	0,973333333333336					12:30:00	1200	43753	0.520833333333333	2	1			
2019-10-07 12:02:02	2019-10-07 12:02:02	43745	12/30/99 12:02 PM	148	0,980000000000002	0,980000000000002					12:40:00	1200	43753	0.527777777777778	2	1			
2019-10-07 12:28:05	2019-10-07 12:28:05	43745	12/30/99 12:28 PM	149	0,986666666666669	0,986666666666669					12:50:00	1200	43753	0.534722222222222	2	1			
2019-10-07 12:14:02	2019-10-07 12:14:02	43745	12/30/99 12:14 PM	150	0,993333333333336	0,993333333333336					13:00:00	1200	43753	0.541666666666667	2	1			
2019-10-08 12:20:35	2019-10-08 12:20:35	43746	12/30/99 12:20 PM	1	1	1					13:10:00	1200	43753	0.548611111111111	2	1			
2019-10-08 12:07:17	2019-10-08 12:07:17	43746	12/30/99 12:07 PM	2	1,00666666666667	1,00666666666667					13:20:00	1200	43753	0.555555555555555	2	1			
2019-10-08 12:17:37	2019-10-08 12:17:37	43746	12/30/99 12:17 PM	3	1,01333333333334	1,01333333333334					13:30:00	1200	43753	0.5625	2	1			
2019-10-08 13:08:31	2019-10-08 13:08:31	43746	12/30/99 01:08 PM	4	1,02	1,02					13:40:00	1200	43753	0.569444444444444	2	1			
2019-10-08 12:37:50	2019-10-08 12:37:50	43746	12/30/99 12:37 PM	5	1,02666666666667	1,02666666666667					13:50:00	1200	43753	0.576388888888889	2	1			
2019-10-08 12:49:31	2019-10-08 12:49:31	43746	12/30/99 12:49 PM	6	1,03333333333334	1,03333333333334					14:00:00	1200	43753	0.583333333333333	2	1			
2019-10-08 12:19:18	2019-10-08 12:19:18	43746	12/30/99 12:19 PM	7	1,04	1,04					14:10:00	1200	43753	0.590277777777778	2	1			
2019-10-08 12:10:32	2019-10-08 12:10:32	43746	12/30/99 12:10 PM	8	1,04666666666667	1,04666666666667					14:20:00	1200	43753	0.597222222222222	2	1			
2019-10-08 12:22:27	2019-10-08 12:22:27	43746	12/30/99 12:22 PM	9	1,05333333333334	1,05333333333334					14:30:00	1200	43753	0.604166666666667	2	1			
2019-10-08 12:55:31	2019-10-08 12:55:31	43746	12/30/99 12:55 PM	10	1,06	1,06					14:40:00	1200	43753	0.611111111111111	2	1			
2019-10-08 12:12:33	2019-10-08 12:12:33	43746	12/30/99 12:12 PM	11	1,06666666666667	1,06666666666667					14:50:00	1200	43753	0.618055555555556	2	1			
2019-10-08 12:17:25	2019-10-08 12:17:25	43746	12/30/99 12:17 PM	12	1,07333333333334	1,07333333333334					15:00:00	1200	43753	0.625	2	1			
2019-10-08 12:46:29	2019-10-08 12:46:29	43746	12/30/99 12:46 PM	13	1,08	1,08					12:10:00	1350	43754	0.506944444444444	2	0			
2019-10-08 12:33:09	2019-10-08 12:33:09	43746	12/30/99 12:33 PM	14	1,08666666666667	1,08666666666667					12:20:00	1350	43754	0.513888888888889	2	0			
2019-10-08 12:14:11	2019-10-08 12:14:11	43746	12/30/99 12:14 PM	15	1,09333333333333	1,09333333333333					12:30:00	1350	43754	0.520833333333333	2	1			
2019-10-08 12:19:27	2019-10-08 12:19:27	43746	12/30/99 12:19 PM	16	1,1	1,1					12:40:00	1350	43754	0.527777777777778	2	1			
2019-10-08 12:40:01	2019-10-08 12:40:01	43746	12/30/99 12:40 PM	17	1,10666666666667	1,10666666666667					12:50:00	1350	43754	0.534722222222222	2	1			
2019-10-08 12:32:35	2019-10-08 12:32:35	43746	12/30/99 12:32 PM	18	1,11333333333333	1,11333333333333					13:00:00	1350	43754	0.541666666666667	2	1			
2019-10-08 12:17:37	2019-10-08 12:17:37	43746	12/30/99 12:17 PM	19	1,12	1,12					13:10:00	1350	43754	0.548611111111111	2	1			
2019-10-08 12:31:18	2019-10-08 12:31:18	43746	12/30/99 12:31 PM	20	1,12666666666667	1,12666666666667					13:20:00	1350	43754	0.555555555555555	2	1			
2019-10-08 12:16:29	2019-10-08 12:16:29	43746	12/30/99 12:16 PM	21	1,13333333333333	1,13333333333333					13:30:00	1350	43754	0.5625	2	1			
2019-10-08 12:30:10	2019-10-08 12:30:10	43746	12/30/99 12:30 PM	22	1,14	1,14					13:40:00	1350	43754	0.569444444444444	2	1			
2019-10-08 12:30:08	2019-10-08 12:30:08	43746	12/30/99 12:30 PM	23	1,14666666666667	1,14666666666667					13:50:00	1350	43754	0.576388888888889	2	1			
